Id,SalePrice
1001,104318.6555007328
1002,124463.14679382488
1003,286000.2597896886
1004,65322.487385678614
1005,249456.29416477462
1006,184520.80864644243
1007,246220.12162300825
1008,108444.60616441423
1009,289638.98365153855
1010,120258.2653090123
1011,169350.6427744085
1012,107079.33613197299
1013,202501.7686708882
1014,117335.28211998862
1015,178460.4444016199
1016,272654.6587008735
1017,275532.3926222002
1018,253507.88574572143
1019,234884.7520241714
1020,238936.29408442051
1021,200210.05225226659
1022,263460.151749177
1023,159215.51888907712
1024,241516.95744141482
1025,419930.78456632426
1026,147024.05704354672
1027,194238.07767893406
1028,339029.4799662173
1029,170594.64067872573
1030,163073.0081921215
1031,121360.23505431718
1032,287157.64256944007
1033,361466.0648660409
1034,294610.83856860275
1035,162237.29460648756
1036,106621.8707431773
1037,364971.75414158445
1038,309893.4649281975
1039,116681.77086755882
1040,82806.89884762868
1041,211091.70427501228
1042,232245.96217051582
1043,249516.27381944293
1044,330942.06455478055
1045,386280.2114204364
1046,173562.9469092436
1047,437654.37211095827
1048,178610.68051241426
1049,201188.85561014674
1050,129364.48896664364
1051,240386.47159011482
1052,246498.57551019843
1053,241592.85586061413
1054,189205.08951365383
1055,315356.82469949196
1056,225300.75350244512
1057,261162.4326134595
1058,323661.5760166182
1059,406144.12683511974
1060,241802.7179569913
1061,256641.0628851901
1062,132704.0141648699
1063,134974.98574113304
1064,192834.44468336587
1065,195262.2570105026
1066,327150.52006070805
1067,226420.91652841703
1068,221807.1841864747
1069,243398.4435985013
1070,166167.7438693217
1071,171897.64491217787
1072,195393.3291438986
1073,152481.57230189195
1074,202776.37610246747
1075,245283.62594209096
1076,225484.15595094737
1077,222825.1404829989
1078,172182.80795270787
1079,192678.38956821116
1080,159462.0438624653
1081,233719.6238644772
1082,161457.47967014147
1083,249923.73229683
1084,214843.6524939684
1085,224924.52330559693
1086,207751.58944668632
1087,110688.88988490353
1088,315197.1785856111
1089,206103.65568435824
1090,266905.34102331393
1091,39397.1201516045
1092,207368.97433860326
1093,209212.8483148421
1094,239471.04781086915
1095,156681.33032660914
1096,227768.42969316005
1097,171910.2738685009
1098,207156.5993690466
1099,142371.92375561403
1100,232347.93616092557
1101,77385.9497038223
1102,155521.6461082157
1103,179690.14396793456
1104,200541.94986962542
1105,134960.22679897508
1106,376925.7799385025
1107,273050.8926908024
1108,307786.8777063466
1109,203783.16295452238
1110,338720.14850172296
1111,224781.43206502317
1112,251631.9317198463
1113,160570.74572786555
1114,188131.80312618773
1115,157577.07037291653
1116,356476.62963014876
1117,256633.97195742663
1118,185686.34928310555
1119,168758.71363337684
1120,163080.75783267536
1121,152050.59833318865
1122,276232.2611916848
1123,102492.64716360181
1124,135356.72053287184
1125,218699.80787072238
1126,162281.1674093883
1127,255251.30208481936
1128,306560.3191562615
1129,270624.8644364399
1130,164595.10864191956
1131,187385.67250611156
1132,133054.23113229737
1133,195359.60366832063
1134,306590.5899019877
1135,211037.70628933277
1136,140672.78577843303
1137,158230.58013249046
1138,133335.86350722524
1139,279373.1298192487
1140,143279.38985791279
1141,170471.9681525151
1142,242582.6907268005
1143,406248.6032793673
1144,118875.98967442603
1145,119529.80065951371
1146,171510.6167667433
1147,250996.99379886864
1148,228348.92132176802
1149,167530.13592422352
1150,229576.63203791168
1151,159782.5462461519
1152,226228.9478112046
1153,272860.0182984284
1154,175292.15759936962
1155,269078.5583522084
1156,269593.16429490445
1157,213854.93210636693
1158,260164.83823635438
1159,296994.3058875226
1160,257320.13558648963
1161,171589.93360380502
1162,289539.75515085587
1163,154728.14614593546
1164,149572.77649782904
1165,255515.20496173995
1166,264024.7280849494
1167,293119.654890788
1168,236913.02190857186
1169,267122.7881136692
1170,522525.6785476988
1171,197613.37694400808
1172,220734.45033335342
1173,209810.24988303363
1174,303545.22440065164
1175,272103.38088262203
1176,372109.5124050617
1177,159671.8244186672
1178,165209.3477392231
1179,156548.05862036056
1180,118218.10117177015
1181,318485.6688850676
1182,338285.3368239568
1183,562803.300712088
1184,199832.36274649858
1185,252717.94033437237
